title,date,stock,price_after_a_week
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Up 6 (0.4%), S&P 500 Up 7 (0.2%), Nasdaq Up 13 (0.2%), Dow 30 Up 23 (0.1%)",2019-03-18,QQQ,-0.12888540424015804
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 5 (0.3%), S&P 500 Up 7 (0.3%), Nasdaq Up 13 (0.2%), Dow 30 Up 30 (0.1%)",2019-03-18,QQQ,-0.12888540424015804
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Up 10 (0.4%), Nasdaq Up 29 (0.4%), Russell 2000 Up 3 (0.2%), Dow 30 Up 19 (0.1%)",2019-03-18,QQQ,-0.12888540424015804
"Benzinga Pro Afternoon Price Check For Major Averages: Nasdaq Up 51 (0.7%), Russell 2000 Up 8 (0.6%), S&P 500 Up 8 (0.3%), Dow 30 Down 41 (0.2%)",2019-03-15,QQQ,0.11774151552313361
"Benzinga Pro Afternoon Price Check For Major Averages: Dow 30 Up 25 (0.1%), S&P 500 Flat, Nasdaq Down 1 (0.1%), Russell 2000 Down 5 (0.3%)",2019-03-14,QQQ,3.3161676010798944
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Flat, Nasdaq Flat, S&P 500 Down 1 (0.1%), Russell 2000 Down 2 (0.2%)",2019-03-14,QQQ,3.3161676010798944
"Benzinga Pro Afternoon Price Check For Major Averages: Nasdaq Up 70 (0.9%), S&P 500 Up 21 (0.7%), Dow 30 Up 133 (0.5%), Russell 2000 Up 8 (0.5%)",2019-03-13,QQQ,1.5535845871302352
"Benzinga Pro Mid-Day Price Check For Major Averages: S&P 500 Up 25 (0.9%), Nasdaq Up 70 (0.9%), Dow 30 Up 182 (0.7%), Russell 2000 Up 11 (0.7%)",2019-03-13,QQQ,1.5535845871302352
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Up 15 (0.6%), Russell 2000 Up 9 (0.6%), Dow 30 Up 114 (0.5%), Nasdaq Up 39 (0.5%)",2019-03-13,QQQ,1.5535845871302352
"Benzinga Pro Afternoon Price Check For Major Averages: Nasdaq Up 35 (0.5%), S&P 500 Up 10 (0.4%), Russell 2000 Up 1 (0.1%), Dow 30 Down 74 (0.3%)",2019-03-12,QQQ,1.9124599930279533
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 48 (0.6%), S&P 500 Up 11 (0.4%), Russell 2000 Up 6 (0.4%), Dow 30 Down 98 (0.4%)",2019-03-12,QQQ,1.9124599930279533
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Up 5 (0.2%), Nasdaq Up 7 (0.1%), Russell 2000 Flat, Dow 30 Down 38 (0.2%)",2019-03-12,QQQ,1.9124599930279533
"Benzinga Pro Afternoon Price Check For Major Averages: Nasdaq Up 143 (1.9), Russell 2000 Up 24 (1.6%), S&P 500 Up 39 (1.4%), Dow 30 Up 180 (0.7%)",2019-03-11,QQQ,2.1289996481199465
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 23 (1.5%), S&P 500 Up 36 (1.3%), Nasdaq Up 90 (1.2%), Dow 30 Up 144 (0.6%)",2019-03-11,QQQ,2.1289996481199465
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 90 (1.2%), S&P 500 Up 24 (0.9%), Russell 2000 Up 10 (0.6%), Dow 30 Up 13 (0.1%)",2019-03-11,QQQ,2.1289996481199465
"Benzinga Pro Afternoon Price Check For Major Averages: Dow 30 Down 50 (0.2%), Nasdaq Down 22 (0.3%), Russell 2000 Down 5 (0.4%), S&P 500 Down 10 (0.4%)",2019-03-08,QQQ,4.1946650019824245
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Down 7 (0.4%), Dow 30 Down 172 (0.7%), Nasdaq Down 59 (0.8%), S&P 500 Down 24 (0.9%)",2019-03-08,QQQ,4.1946650019824245
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Down 7 (0.4%), Dow 30 Down 166 (0.7%), S&P 500 Down 22 (0.8%), Nasdaq Down 67 (0.9%)",2019-03-08,QQQ,4.1946650019824245
'Elizabeth Warren Proposes Breaking Up Tech Giants Like Amazon' -NY Times,2019-03-08,QQQ,4.1946650019824245
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Down 11 (0.7%), S&P 500 Down 29 (1.0%), Dow 30 Down 254 (1.0%), Nasdaq Down 99 (1.3%)",2019-03-07,QQQ,3.079982625910738
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Down 3 (0.3%), S&P 500 Down 14 (0.5%), Dow 30 Down 142 (0.6%), Nasdaq Down 43 (0.6%)",2019-03-07,QQQ,3.079982625910738
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Down 21 (0.8%), Dow 30 Down 235 (0.9%), Nasdaq Down 67 (0.9%), Russell 2000 Down 14 (0.9%)",2019-03-07,QQQ,3.079982625910738
"Benzinga Pro Afternoon Price Check For Major Averages: Dow 30 Down 113 (0.5%), S&P 500 Down 19 (0.7%), Nasdaq Down 72 (1.0%),Russell 2000 Down 29 (1.9%)",2019-03-06,QQQ,1.987783498361181
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Down 55 (0.7%), S&P 500 Down 15 (0.6%), Dow 30 Down 125 (0.5%), Russell 2000 Down 19 (1.2%)",2019-03-06,QQQ,1.987783498361181
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Down 1 (0.1%), Dow 30 Down 22 (0.1%), Nasdaq Down 18 (0.2%), S&P 500 Down 7 (0.3%)",2019-03-06,QQQ,1.987783498361181
"Benzinga Pro Mornings Price Check For Major Averages: S&P 500 Down 7 (0.3%), Dow 30 Down 67 (0.3%), Nasdaq Down 21 (0.3%), Russell 2000 Down 15 (1.0%)",2019-03-05,QQQ,0.6531074078526306
US stocks across sectors are trading lower following weak construction spending numbers; tech sector is experiencing heavy losses.,2019-03-04,QQQ,0.17773076685851547
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Down 77 (1.0%),  S&P 500 Down 31 (1.1%), Dow 30 Down 374 (1.4%), Russell 2000 Down 23 (1.4%)",2019-03-04,QQQ,0.17773076685851547
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 42 (0.6%), S&P 500 Up 10 (0.4%), Dow 30 Up 52 (0.2%), Russell 2000 Flat,",2019-03-04,QQQ,0.17773076685851547
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 44 (0.6%), Russell 2000 Up 10 (0.6%), S&P 500 Up 12 (0.4%), Dow 30 Up 76 (0.3%)",2019-03-01,QQQ,-1.8464367328770936
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Up 23 (0.8%), Dow 30 Up 214 (0.8%), Russell 2000 Up 13 (0.8%), Nasdaq Up 54 (0.7%)",2019-03-01,QQQ,-1.8464367328770936
"Benzinga Pro Afternoon Price Check For Major Averages: S&P 500 Down 3 (0.1%), Nasdaq Down 8 (0.1%), Dow 30 Down 38 (0.2%), Russell 2000 Down 3 (0.2%)",2019-02-28,QQQ,-1.0162301401209042
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 33 (0.1%), S&P 500 Flat, Russell 2000 Flat, Dow 30 Down 28 (0.1%)",2019-02-28,QQQ,-1.0162301401209042
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Down 13 (0.1%), S&P 500 Down 5 (0.2%), Nasdaq Down 25 (0.3%), Russell 2000 Down 9 (0.6%)",2019-02-28,QQQ,-1.0162301401209042
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Up 4 (0.2%), Nasdaq Up 5 (0.1%), S&P 500 Down 2 (0.1%), Dow 30 Down 66 (0.3%)",2019-02-27,QQQ,-0.017280949761647662
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 1 (0.1%), S&P 500 Down 3 (0.1%), Nasdaq Down 8 (0.1%), Dow 30 Down 61 (0.2%)",2019-02-27,QQQ,-0.017280949761647662
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 1 (0.1%), S&P 500 Down 7 (0.2%), Dow 30 Down 67 (0.3%), Nasdaq Down 25 (0.3%)",2019-02-27,QQQ,-0.017280949761647662
"Benzinga Pro Afternoon Price Check For Major Averages: S&P 500 Up 1 (0.1%), Dow 30 Up 17 (0.1%), Nasdaq Up 6 (0.1%), Russell 2000 Down 5 (0.3%)",2019-02-26,QQQ,0.48935291576315204
"Benzinga Pro Mid-Day Price Check For Major Averages: S&P 500 Flat, Dow 30 Flat, Nasdaq Down 7 (0.1%), Russell 2000 Down 9 (0.6%)",2019-02-26,QQQ,0.48935291576315204
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 45 (0.6%), Dow 30 Up 133 (0.5%), Russell 2000 Up 7 (0.5%), S&P 500 Up 11 (0.4%)",2019-02-22,QQQ,0.8676036836578385
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Down 9 (0.6%), S&P 500 Down 18 (0.7%), Dow 30 Down 182 (0.7%), Nasdaq Down 52 (0.7%)",2019-02-21,QQQ,0.9148158989283294
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Down 14 (0.2%), S&P 500 Down 7 (0.2%), Dow 30 Down 75 (0.3%), Russell 2000 Down 6 (0.4%)",2019-02-21,QQQ,0.9148158989283294
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 7 (0.5%), Dow 30 Down 61 (0.2%), S&P 500 Down 9 (0.3%), Nasdaq Down 24 (0.3%)",2019-02-21,QQQ,0.9148158989283294
"Benzinga Pro Afternoon  Price Check For Major Averages: Russell 2000 Up 8 (0.5%), Dow 30 Up 52 (0.2%), S&P 500 Up 4 (0.1%), Nasdaq Flat",2019-02-20,QQQ,0.7779367198838976
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 4 (0.3%), S&P 500 Up 4 (0.2%), Dow 30 Up 44 (0.2%), Nasdaq Flat",2019-02-20,QQQ,0.7779367198838976
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 14 (0.2%), S&P 500 Flat, Dow 30 Flat, Russell 2000 Flat",2019-02-20,QQQ,0.7779367198838976
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Up 7 (0.5%), Nasdaq Up 24 (0.3%), S&P 500 Up 8 (0.3%), Dow 30 Up 47 (0.2%)",2019-02-19,QQQ,0.8242384538207436
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 6 (0.4%), S&P 500 Up 4 (0.2%), Nasdaq Up 15 (0.2%), Dow 30 Up 12 (0.1%)",2019-02-19,QQQ,0.8242384538207436
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 7 (0.1%), S&P 500 Flat, Dow 30 Flat, Russell 2000 Down 2 (0.1%)",2019-02-19,QQQ,0.8242384538207436
"Benzinga Pro Afternoon Price Check For Major Averages: Dow 30 Up 422 (1.7%), Russell 2000 Up 21 (1.4%), S&P 500 Up 28 (1.0%), Nasdaq Up 41 (0.6%)",2019-02-15,QQQ,0.5525165691227549
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 21 (1.4%), Dow 30 Up 338 (1.3%), S&P 500 Up 21 (0.8%), Nasdaq Up 26 (0.3%)",2019-02-15,QQQ,0.5525165691227549
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Up 8 (0.5%), Nasdaq Up 15 (0.2%), S&P 500 Down 4 (0.2%), Dow 30 Down 76 (0.3%)",2019-02-14,QQQ,0.23361406241318292
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 22 (0.3%), Russell 2000 Up 6 (0.1%), S&P 500 Flat, Dow 30 Down 40 (0.2%)",2019-02-14,QQQ,0.23361406241318292
S&P Futures Now Positive For The Session After Opening Lower On Weak Retails Sales Data,2019-02-14,QQQ,0.23361406241318292
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Down 4 (0.1%), Russell 2000 Down 2 (0.1%), S&P 500 Down 8 (0.3%), Dow 30 Down 101 (0.4%)",2019-02-14,QQQ,0.23361406241318292
"Benzinga Pro Afternoon Price Check For Major Averages: Dow 30 Up 155 (0.6%), S&P 500 Up 13 (0.5%), Russell 2000 Up 7 (0.5%), Nasdaq Up 19 (0.3%)",2019-02-13,QQQ,0.7251067401060367
"Benzinga Pro Mid-Day Price Check For Major Averages: S&P 500 Up 7 (0.3%), Dow 30 Up 81 (0.3%), Nasdaq Up 16 (0.2%), Russell 2000 Flat",2019-02-13,QQQ,0.7251067401060367
"Benzinga Pro Afternoon Price Check For Major Averages: Dow 30 Up 346 (1.4%), Nasdaq Up 102 (1.4%), S&P 500 Up 33 (1.2%), Russell 2000 Up 18 (1.2%)",2019-02-12,QQQ,0.8133887343518651
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 375 (1.5%), Nasdaq Up 102 (1.4%), S&P 500 Up 37 (1.4%), Russell 2000 Up 16 (1.0%)",2019-02-12,QQQ,0.8133887343518651
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 78 (1.1%), S&P 500 Up 23 (0.9%), Dow 30 Up 218 (0.9%), Russell 2000 Up 13 (0.8%)",2019-02-12,QQQ,0.8133887343518651
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Flat, Nasdaq Down 9 (0.1%), S&P 500 Down 7 (0.3%), Dow 30 Down 151 (0.6%)",2019-02-08,QQQ,2.005223089762961
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Down 26 (0.4%), Russell 2000 Down 6 (0.4%), S&P 500 Down 12 (0.5%), Dow 30 Down 175 (0.7%)",2019-02-08,QQQ,2.005223089762961
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Down 175 (0.70%), Nasdaq Down 51 (0.70%), S&P 500 Down 16 (0.60%), Russell 2000 Down 1.5 (0.10%)",2019-02-08,QQQ,2.005223089762961
"Benzinga Pro Afternoon Price Check For Major Averages: S&P 500 Down 28 (1.0%), Dow 30 Down 241 (1.0%), Russell 2000 Down 15 (1.0%), Nasdaq Down 94 (1.3%)",2019-02-07,QQQ,1.7773316715765697
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Down 17 (1.1%), Dow 30 Down 363 (1.4%), S&P 500 Down 40 (1.5%), Nasdaq Down 124 (1.7%)",2019-02-07,QQQ,1.7773316715765697
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Down 104 (0.4%), S&P 500 Down 16 (0.6%), Russell 2000 Down 9 (0.6%), Nasdaq Down 51 (0.7%)",2019-02-07,QQQ,1.7773316715765697
"Benzinga Pro Afternoon Price Check For Major Averages: Dow 30 Down 14 (0.1%), S&P 500 Down 5 (0.2%), Russell 2000 Down 2 (0.2%), Nasdaq Down 21 (0.3%)",2019-02-06,QQQ,0.28735103712524157
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Flat, S&P 500 Down 5 (0.2%), Russell 2000 Down 3 (0.2%), Nasdaq Down 22 (0.3%)",2019-02-06,QQQ,0.28735103712524157
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Down 27 (0.2%), S&P 500 Down 8 (0.3%), Nasdaq Down 31 (0.4%), Russell 2000 Down 8 (0.5%)",2019-02-06,QQQ,0.28735103712524157
"Benzinga Pro Afternoon Price Check For Major Averages: Dow 30 Up 164 (0.7%), Nasdaq Up 57 (0.7%), S&P 500 Up 12 (0.4%), Russell 2000 Up 4 (0.3%)",2019-02-05,QQQ,-0.08185698463344712
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 97 (0.4%), Nasdaq Up 22 (0.3%), S&P 500 Up 2 (0.1%), Russell 2000 Down 3 (0.2%)",2019-02-05,QQQ,-0.08185698463344712
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 45 (0.6%), Dow 30 Up 124 (0.5%), S&P 500 Up 8 (0.3%), Russell 2000 Up 4 (0.3%)",2019-02-05,QQQ,-0.08185698463344712
"Benzinga Pro Afternoon Price Check For Major Averages: Dow 30 Up 27 (0.1%), Russell 2000 Down 1 (0.1%), S&P 500 Down 1 (0.1%), Nasdaq Down 23 (0.3%)",2019-02-01,QQQ,0.6628850521866603
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 111 (0.4%), Russell 2000 Up 3 (0.2%), S&P 500 Up 4 (0.2%), Nasdaq Down 6 (0.1%)",2019-02-01,QQQ,0.6628850521866603
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 62 (0.3%), Russell 2000 Up 1 (0.1%), S&P 500 Flat, Nasdaq Down 22 (0.3%)",2019-02-01,QQQ,0.6628850521866603
"Benzinga Pro Afternoon Price Check For Major Averages: Nasdaq Up 87 (1.2%), S&P 500 Up 21 (0.8%), Russell 2000 Up 9 (0.6%), Dow 30 Flat",2019-01-31,QQQ,0.04162226351993509
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 96 (1.3%), S&P 500 Up 19 (0.7%), Russell 2000 Up 10 (0.7%), Dow 30 Down 54 (0.2%)",2019-01-31,QQQ,0.04162226351993509
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 10 (0.7%), S&P 500 Up 13 (0.5%), Nasdaq Up 82 (1.1%), Dow 30 Down 78 (0.3%)",2019-01-31,QQQ,0.04162226351993509
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 373 (1.5%), Nasdaq Up 99 (1.4%), S&P 500 Up 28 (1.1%), Russell 2000  Up 6 (0.4%)",2019-01-30,QQQ,2.9213008235701725
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 276 (1.1%), S&P 500 Up 18 (0.7%), Nasdaq Up 79 (1.1%), Russell 2000 Down 2 (0.1%)",2019-01-30,QQQ,2.9213008235701725
"Benzinga Pro Afternoon Price Check For Major Averages: Dow 30 Up 54 (0.2%), Russell 2000 Up 1 (0.1%), S&P 500 Down 4 (0.1%), Nasdaq Down 53 (0.8%)",2019-01-29,QQQ,5.855042142815528
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 99 (0.4%), Russell 2000 Up 2 (0.1%), S&P 500 Down 2 (0.1%), Nasdaq Down 43 (0.6%)",2019-01-29,QQQ,5.855042142815528
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 75 (0.3%), Russell 2000 Up 2 (0.2%), S&P 500 Flat, Nasdaq Down 18 (0.3%)",2019-01-29,QQQ,5.855042142815528
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Down 9 (0.6%), S&P 500 Down 27 (1.0%), Dow 30 Down 273 (1.1%), Nasdaq Down 92 (1.3%)",2019-01-28,QQQ,3.9359928641040183
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 18 (1.3%), S&P 500 Down 30 (1.1%), Dow 30 Down 329 (1.3%), Nasdaq Down 109 (1.5%)",2019-01-28,QQQ,3.9359928641040183
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Up 18 (1.2%), Nasdaq Up 89 (1.3%), S&P 500 Up 21 (0.8%), Dow 30 Up 171 (0.7%)",2019-01-25,QQQ,1.3926751944053986
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 95 (1.4%), S&P 500 Up 28 (1.1%), Dow 30 Up 242 (1.1%), Russell 2000 Up 15 (1.1%)",2019-01-25,QQQ,1.3926751944053986
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 173 (0.7%), Russell 2000 Up 10 (0.7%), S&P 500 Up 16 (0.6%), Nasdaq Up 40 (0.6%)",2019-01-25,QQQ,1.3926751944053986
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Up 10 (0.7%), Nasdaq Up 38 (0.5%), S&P 500 Flat, Dow 30 Down 54 (0.2%)",2019-01-24,QQQ,3.039220031358205
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 9 (0.6%), Nasdaq Up 28 (0.4%), S&P 500 Down 2 (0.2%), Dow 30 Down 55 (0.2%)",2019-01-24,QQQ,3.039220031358205
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 34 (0.5%), S&P 500 Flat, Russell 2000 Flat, Dow 30 Down 45 (0.2%)",2019-01-24,QQQ,3.039220031358205
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 146 (0.6%), S&P 500 Up 3 (0.2%), Nasdaq Flat, Russell 2000 Down 5 (0.3%)",2019-01-23,QQQ,2.1769960719209176
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Flat, S&P 500 Down 11 (0.4%), Nasdaq Down 45 (0.6%), Russell 2000 Down 12 (0.8%)",2019-01-23,QQQ,2.1769960719209176
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 216 (0.9%), Russell 2000 Up 10 (0.7%), Nasdaq Up 44 (0.6%), S&P 500 Up 13 (0.5%)",2019-01-23,QQQ,2.1769960719209176
"Benzinga Pro Afternoon Price Check For Major Averages: Dow 30 Down 407 (1.7%), S&P 500 Down 49 (1.8%), Russell 2000 Down 30 (2.0%), Nasdaq Down 163 (2.3%)",2019-01-22,QQQ,-0.22847659344847282
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 281 (1.1%), S&P 500 Down 34 (1.3%), Nasdaq Down 104 (1.5%), Russell 2000 Down 22 (1.5%)",2019-01-22,QQQ,-0.22847659344847282
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Down 184 (0.7%), S&P 500 Down 25 (0.9%), Nasdaq Down 81 (1.1%), Russell 2000 Down 16 (1.1%)",2019-01-22,QQQ,-0.22847659344847282
"Benzinga Pro Afternoon Price Check For Major Averages: S&P 500 Up 33 (1.2%), Dow 30 Up 315 (1.3%), Nasdaq Up 71 (1.0%), Russell 2000 Up 13 (0.9%)",2019-01-18,QQQ,-0.0605180030257232
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 18 (1.3%), S&P 500 Up 34 (1.3%), Dow 30 Up 312 (1.3%), Nasdaq Up 86 (1.2%)",2019-01-18,QQQ,-0.0605180030257232
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Up 20 (0.8%), Dow 30 Up 167 (0.7%), Nasdaq Up 45 (0.6%), Russell 2000 Up 3 (0.2%)",2019-01-18,QQQ,-0.0605180030257232
"Benzinga Pro Afternoon Price Check For Major Averages: S&P 500 Up 20 (0.8%), Nasdaq Up 48 (0.7%), Russell 2000 Up 10 (0.7%), Dow 30 Up 154 (0.6%)",2019-01-17,QQQ,-0.2627928783599408
"Major averages now falling back down from highs after the US Treasury says on recommendations have been made on China tariffs, contradicting earlier rumors.",2019-01-17,QQQ,-0.2627928783599408
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 8 (0.5%), S&P 500 Up 0 (0.3%), Nasdaq Up 20 (0.3%), Dow 30 Up 18 (0.1%)",2019-01-17,QQQ,-0.2627928783599408
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 14 (0.2%), S&P 500 Up 1 (0.1%), Russell 2000 Up 3 (0.2%), Dow 30 Down 33 (0.1%)",2019-01-17,QQQ,-0.2627928783599408
"Benzinga Pro Afternoon Price Check For Major Averages: Dow 30 Up 174 (0.7%), Russell 2000 Up 10 (0.7%), S&P 500 Up 9 (0.3%), Nasdaq Up 14 (0.2%)",2019-01-16,QQQ,-0.1231980243967562
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 157 (0.7%), Russell 2000 Up 8 (0.6%), S&P 500 Up 9 (0.4%), Nasdaq Up 17 (0.2%)",2019-01-16,QQQ,-0.1231980243967562
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 12 (0.9%), Nasdaq Up 25 (0.4%), Dow 30 Up 98 (0.4%), S&P 500 Up 8 (0.3%)",2019-01-16,QQQ,-0.1231980243967562
"Benzinga Pro Afternoon Price Check For Major Averages: Nasdaq Up 107 (1.5%), S&P 500 Up 23 (0.9%), Russell 2000 Up 10 (0.7%), Dow 30 Up 117 (0.5%)",2019-01-15,QQQ,-0.2709711703728661
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 109 (1.6%), S&P 500 Up 26 (1.0%), Russell 2000 Up 9 (0.7%), Dow 30 Up 148 (0.6%)",2019-01-15,QQQ,-0.2709711703728661
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 99 (1.4%), S&P 500 Up 22 (0.9%), Dow 30 Up 115 (0.5%), Russell 2000 Up 2 (0.2%)",2019-01-15,QQQ,-0.2709711703728661
"Benzinga Pro Mid-Day Price Check For Major Averages: S&P 500 Up 10 (0.4%), Dow 30 Up 105 (0.4%), Nasdaq Up 30 (0.4%), Russell 2000 Up 4 (0.3%)",2019-01-10,QQQ,1.4570969832409333
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Down 1 (0.1%), Dow 30 Down 23 (0.1%), S&P 500 Down 5 (0.2%), Nasdaq Down 19 (0.3%)",2019-01-10,QQQ,1.4570969832409333
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Down 153 (0.6%), Russell 2000 Down 12 (0.8%), S&P 500 Down 20 (0.9%), Nasdaq Down 61 (0.9%)",2019-01-10,QQQ,1.4570969832409333
"Benzinga Pro Afternoon Price Check For Major Averages: Nasdaq Up 64 (0.9%), S&P 500 Up 12 (0.5%), Dow 30 Up 102 (0.4%), Russell 2000 Up 15 (0.1%)",2019-01-09,QQQ,0.9513735439645912
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 73 (1.1%), Russell 2000 Up 12 (0.8%), Dow 30 Up 148 (0.6%), S&P 500 Up 16 (0.6%)",2019-01-09,QQQ,0.9513735439645912
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 27 (1.9%), Dow 30 Up 134 (0.6%), Nasdaq Up 35 (0.5%), S&P 500 Up 8 (0.3%)",2019-01-09,QQQ,0.9513735439645912
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Up 19 (1.4%), Dow 30 Up 275 (1.2%), Nasdaq Up 72 (1.1%), S&P 500 Up 26 (1.0%)",2019-01-08,QQQ,1.7928792178315212
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 16 (1.1%), Dow 30 Up 202 (0.9%), Nasdaq Up 50 (0.7%), S&P 500 Up 16 (0.6%)",2019-01-08,QQQ,1.7928792178315212
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 228 (1.0%), Russell 2000 Up 13 (0.9%), S&P 500 Up 19 (0.7%), Nasdaq Up 42 (0.6%)",2019-01-08,QQQ,1.7928792178315212
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Up 24 (1.8%), Nasdaq Up 89 (1.3%), S&P 500 Up 23 (0.9%), Dow 30 Up 147 (0.6%)",2019-01-07,QQQ,0.7464153519239678
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 29 (2.1%), Nasdaq Up 110 (1.6%), S&P 500 Up 32 (1.3%), Dow 30 Up 225 (1.0%)",2019-01-07,QQQ,0.7464153519239678
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 13 (1.0%), Nasdaq Up 50 (0.7%), S&P 500 Up 11 (0.5%), Dow 30 Up 36 (0.2%)",2019-01-07,QQQ,0.7464153519239678
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 281 (4.3%), Russell 2000 Up 52 (3.9%), S&P 500 Up 84 (3.4%), Dow 30 Up 760 (3.4%)",2019-01-04,QQQ,2.854769323555505
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 30 (2.3%), Nasdaq Up 151 (2.3%), Dow 30 Up 429 (1.9%), S&P 500 Up 46 (1.9%)",2019-01-04,QQQ,2.854769323555505
